Signatur	STANDORT_Hilfsspalte	STANDORT2	STANDORT3	ZUGANGSNR	EXEMPLARNR	Kurztitel	GTV	HST	Sachgruppe	Ort	"Epoche/
Räume"	ISBN
P 1439	P 001439	Zentrale		BV75/380	1603103001	Lorenzen, Eivind: Technological Studies in ancient metrology / Eivind Lorenzen		Technological Studies in ancient metrology	"TEC; KU"	"AF; EU"	AW	
P 1440	P 001440	Zentrale		B36/43	1603104001	Lorenz, Herbert: Untersuchung zum Prätorium : Katalog d. Prätorien u. Entwicklungsgeschichte ihrer Typen / vorgel. von Herbert Lorenz		Untersuchung zum Prätorium	SIE	"EU;AF; AS"	"AW; RKZ"	
P 1440a	P 001440a	Zentrale		BV68/228	1603105001	Lorenzen, Werner: Helgoland und das früheste Kupfer des Nordens : ein Beitrag zur Aufhellung der Anfänge der Metallurgie in Europa / Werner Lorenzen		Helgoland und das früheste Kupfer des Nordens	MET	"D; EU"	"NEO; BZ"	
P 1440ak	P 001440ak	Zentrale		BV83/339	1603106001	Losinski, Wladyslaw: Osadnictwo plemienne Pomorza : (VI - X wiek) / Wladyslaw Losinski		Osadnictwo plemienne Pomorza	SIE	PL	VWZ/FMA	
P 1440as	P 001440as	Zentrale		BV84/733	1603108001	"Lostal Pros, Joaquín: Arqueologia del Aragon romano / Joaquin Lostal Pros (Publicac... ; 752)(Temas ara... ; 33)"	"Publicación de la Institución Fernando el Católico ; 752"	Arqueologia del Aragon romano	"SIE; ARC"	IB	AW	
P 1440b	P 001440b	Zentrale		BV80/162	1603112001	"Lotter, Friedrich: Severinus von Noricum... / von Friedrich Lotter (Monographien zur Geschichte ... ; 12)"	"Monographien zur Geschichte des Mittelalters ; 12"	Severinus von Noricum	GE	EU	MA/NZ	3-7772-7604-9
P 1440bm	P 001440bm	Zentrale		BV82/245	1603114001	"Loughlin, Neil ; Miller, Keith: A survey of archaeological sites in Humberside / for the Humberside Joint Archaeological Committee. By Neil Loughlin and Keith Miller"		¬A¬ survey of archaeological sites in Humberside	SIE	BR	"NEO;BZ;EZ; RKZ; VWZ/FMA; MA/NZ"	0-904451-08-9
P 1440c - 3	P 001440c - 3	Zentrale		BV65/195	1603117001	Les premier Âge du Fer languedocien Partie 3. Les tumulus conclusions. - 1960. - 423 S. : Ill., graph. Darst., Kt.		Les tumulus conclusions	GRÄ	F	EZ	
P 1440g - 2	P 001440g - 2	Zentrale		BV86/172	1603119001	"Lousonna No 2. Kaenel, Gilbert...  : Nouvelles recherches sur le vicus gallo-romain de Lousonna : (Vidy / Lausanne). - 1980. - 195 S. : zahlr. Ill., graph. Darst., Kt. (Cahiers d'archéologie romande ; 18)"	"Cahiers d'archéologie romande ; 18"	Nouvelles recherches sur le vicus gallo-romain de Lousonna	SIE	CH	RKZ	2-88028-018-4
P 1440g - 3	P 001440g - 3	Zentrale		BV86/173	1603120001	"Lousonna No 3. Kaenel, Gilbert...  : Un quartier de Lousanna : la fouille de ""Chavannes 7"" 1974/75 et 1977. - 1980. - 109, [20] S. : Ill. (Cahiers d'archéologie romande)"	"Cahiers d'archéologie romande ; 19"	¬Un¬ quartier de Lousanna	SIE	CH	RKZ	2-88028-019-2
P 1440g - 4	P 001440g - 4	Zentrale		BV86/174	1603121001	"Lousonna No 4. Laufer, André : La péniche : un atelier de céramique à Lousonna ; 1er s.apr. J.-C.. - 1980. - 95 S. : zahlr. Ill., graph. Darst., Kt. (Cahiers d'archéologie romande ; 20)"	"Cahiers d'archéologie romande ; 20"	La péniche	KER	CH	RKZ	2-88028-020-6
P 1440h	P 001440h	Zentrale		BV86/603	1603122001	Louwe Kooijmans, Leendert P.: Sporen in het land : de Nederlandse delta in het prehistorie / L. P. Louwe Kooijmans		Sporen in het land	"SIE; UW"	BEN	"NEO; BZ"	90-290-9585-7
P 1440k	P 001440k	Zentrale		BV79/574	1603124001	Loyn, Henry R.: The Vikings in Britain / H. R. Loyn		¬The¬ Vikings in Britain	GE	BR	VWZ/FMA	0-7134-0293-8
P 1440w	P 001440w	Zentrale		BV77/296	1603125001	Lucanus, Marcus Annaeus: M. Annaei Lvcani belli civilis libri decem / editorum in usum ed. A. E. Hovsman		M. Annaei Lvcani belli civilis libri decem	GE	EU	AW	
P 1441 - 11	P 001441 - 11	Zentrale		B58/186	3022006	"Lucas, Otto: Planungsgrundlagen für den Landkreis Wittgenstein : Natur, Bevölkerung und Wirtschaft in Karten, Bildern und Zahlen / bearb. von Otto Lucas ; hrsg. von dem Landkreis..."		Planungsgrundlagen für den Landkreis Wittgenstein	"ATL;WIR"	W	MA/NZ	
P 1441 - 12	P 001441 - 12	Zentrale		B60/226	221297003	"Lucas, Otto: Planungsgrundlagen für den Landkreis Höxter/Westfalen : Natur, Bevölkerung und Wirtschaft in Karten, Bildern und Zahlen (Planungsgrundlagen ; 12)"		Planungsgrundlagen für den Landkreis Höxter/Westfalen	"ATL;WIR"	W	MA/NZ	
P 1441 - 13	P 001441 - 13	Zentrale		BV66/36	221303007	"Planungsgrundlagen für den Landkreis Tecklenburg : Natur, Bevölkerung und Wirtschaft in Karten, Bildern und Zahlen (Planungsgrundlagen ; 13)"		Planungsgrundlagen für den Landkreis Tecklenburg	"ATL;WIR"	W	MA/NZ	
P 1441 - 14	P 001441 - 14	Zentrale		BV67/227	18297005	Lucas, Otto: Planungsgrundlagen für den Landkreis Ahaus : Natur, Bevölkerung und Wirtschaft in Karten, Bildern und Zahlen / bearb. von Otto Lucas		Planungsgrundlagen für den Landkreis Ahaus	"ATL;WIR"	W	MA/NZ	
P 1441 - 8	P 001441 - 8	Zentrale		BV/ohne	221293003	"Lucas, Otto: Planungsgrundlagen für den Landkreis Beckum, Westfalen : Natur, Bevölkerung und Wirtschaft in Karten und Zahlen (Planungsgrundlagen ; 8)"		Planungsgrundlagen für den Landkreis Beckum, Westfalen	"ATL;WIR"	W	MA/NZ	
P 1441 - 9	P 001441 - 9	Zentrale		B56/228	3024005	Planungsgrundlagen für den Landkreis Coesfeld/Westfalen : Natur, Bevölkerung und Wirtschaft in Karten und Zahlen / bearb. von Otto Lucas. Hrsg. von dem Landkreis...		Planungsgrundlagen für den Landkreis Coesfeld/Westfalen	"ATL;WIR"	W	MA/NZ	
	P 001441a - 8		Mittelalter		221293004			Planungsgrundlagen für den Landkreis Beckum, Westfalen				
P 1441b	P 001441b	Zentrale		BV86/1166	3004004	"Lucas, Otto: Das Olper Land / von Otto Lucas (Arbeiten der geographischen ... ; 4)"	"Arbeiten der Geographischen Kommission im Provinzialinstitut für westfälische Landes- und Volkskunde ; 4"	¬Das¬ Olper Land	"ATL;WIR"	W	MA/NZ	
P 1441e	P 001441e	Zentrale		BV80/667	1603202001	Luce, John Victor: The end of Atlantis: new light on an old legend : 14 colour plates, 100 monochrome plates, 20 line drawings / by John Vicor Luce (New aspects of antiquity)	New aspects of antiquity	¬The¬ end of Atlantis: new light on an old legend	SIE	GR	AW	
P 1441k	P 001441k	Zentrale		BV64/65	1603203001	Ludat, Herbert: Siedlung und Verfassung der Slawen zwschen Elbe, Saale und Oder / in Verbindung mit H[erbert] Jankuhn, W. Schlesinger und E. Schwarz, hrsg. vonHerbert Ludat		Siedlung und Verfassung der Slawen zwschen Elbe, Saale und Oder	SIE	"D;PL"	"VWZ/FMA; MA/NZ"	
P 1441kb	P 001441kb	Zentrale		BV79/341	1603204001	Ludat, Herbert: An Elbe und Oder um das Jahr 1000 : Skizzen zur Politik des Ottonenreiches und der slavischen Mächte in Mitteleuropa / von Herbert Ludat		¬An¬ Elbe und Oder um das Jahr 1000	GE	"D;PL"	"VWZ/FMA; MA/NZ"	3-412-072771-0
P 1441kc	P 001441kc	Zentrale		BV83/551	801125002	"Ludat, Herbert: Slaven und Deutsche im Mittelalter : Ausgewählte Aufsätze zu Fragen ihrer politischen, sozialen und kulturellen Beziehungen (Mitteldeutsche Forschungen ; 86)"		Slaven und Deutsche im Mittelalter	GE	"D;PL"	"VWZ/FMA; MA/NZ"	3-412-01981-X
P 1442 - 9	P 001442 - 9	Zentrale	---	BV95/632	1603208001	Symposia Thracologica Nr. 9 / Institutul Român de Tracologie <Bucuresti>		Symposia Thracologica Nr. 9	KO	EU	"NEO;BZ; EZ;RKZ;"	973-953493-7
P 1442f	P 001442f	Zentrale		BV85/776	500796002	"Beelen in Bildern und Berichten / Wilfried Lübbe (Beelen in Bildern und Berichten ; ...)"		Beelen in Bildern und Berichten	KULT	W	MA/NZ	
P 1442h	P 001442h	Zentrale		BV/ohne	1603209001	Archäologische Karte der Hansestadt Lübeck 1:25000 : Hergest. auf der Grundlage der vom Katasteramt Lübeck bearb. Stadtkarte 1:15000 (Ausgabe 1980) - 2., erw....		Archäologische Karte der Hansestadt Lübeck 1:25000	ATL	D		
P 1442k	P 001442k	Zentrale		B44/100	1603211001	Lückger, Hermann Josef: Die Entwicklung des Christentums und die Anfänge der Kirchengründungen im Rheinlande / Hermann Josef Lückger		¬Die¬ Entwicklung des Christentums und die Anfänge der Kirchengründungen im Rheinlande	GE	D	VWZ/FMA	
P 1442m	P 001442m	Zentrale		BV80/167	1507606003	Heimatbund Märkischer Kreis: Lüdenscheid, Märkischer Kreis : Kreisstadt im Grünen. Festschrift zum Kreisheimattag '78 des Heimatbundes Märkischer Kreis in Lüdenscheid am 9. September 1978...		Lüdenscheid, Märkischer Kreis	GE	D	MA/NZ	
P 1442s	P 001442s	Zentrale		B52/377	218730002	"Lühl, Alfred: Trägt der Teutoburger Wald seinen Namen mit Recht? : Entwicklung und Stand der Frage ""Haskenau - Hermannsschlacht"" ; was nun? / von Alfred Lühl"		Trägt der Teutoburger Wald seinen Namen mit Recht?	GE	W	RKZ	
P 1442v	P 001442v	Zentrale		BV/ohne	1603212001	Lünnemann, L.: Die Ausgrabungen auf der Iburg / L. Lünnemann		¬Die¬ Ausgrabungen auf der Iburg	SIE	W	MA/NZ	
P 1442x	P 001442x	Zentrale		BV80/163	1603213001	"Lütge, Friedrich: Die Agrarverfassung des frühen Mittelalters im mitteldeutschen Raum vornehmlich in der Karolingerzeit - 2., unver... (Quellen und Forschungen zur ... ; 17)"	"Quellen und Forschungen zur Agrargeschichte ; 17"	¬Die¬ Agrarverfassung des frühen Mittelalters im mitteldeutschen Raum vornehmlich in der Karolingerzeit	GE	D	VWZ/FMA	
P 1442xb	P 001442xb	Zentrale		BV84/186	1605294001	"Deutsche Agrargeschichte 3. Lütge, Friedrich : Geschichte der deutschen Agrarverfassung : vom frühen Mittelalter bis zum 19. Jahrhundert ; mit 7 Abbildungen und 8 Bildtafeln. - 2. verb. und stark erw. Aufl. - 1967. - 323 S. : Ill., Taf."		Geschichte der deutschen Agrarverfassung	GE	D	"VWZ/FMA; MA/NZ"	3-8001-3003-3
P 1442y	P 001442y	Zentrale		BV66/271	1603214001	"Lüthi, Emanuel: Die Alamannen der Westschweiz : Beiträge zur Berner Burgenforschung / Emanuel Lüthi (Volk und Heimat - Bücherei ; 3)"	"Volk und Heimat - Bücherei ; 3"	¬Die¬ Alamannen der Westschweiz	GE	CH	"VWZ/FMA; MA/NZ"	
P 1442z	P 001442z	Zentrale		BV90/659	300113002	Lüüs, Edgar: Geseke in den ältesten Urkunden : archäologische Funde und schriftliche Dokumente / Edgar Lüüs (Beiträge zur Geschichte der Stadt G...)	Beiträge zur Geschichte der Stadt Geseke	Geseke in den ältesten Urkunden	"SIE;GRÄ"	W	"NEO;BZ;EZ;RKZ;VWZ/FMA;MA/NZ"	
P 1443 - 1	P 001443 - 1	Zentrale		BV77/335	1603222001	Lundström,Per: Gravfälten vid Fiskeby i Norrköping. 1. Studier kring ett totalundersökt komplex. - 1970. - 119 S. : Ill.		Studier kring ett totalundersökt komplex	GRÄ	SK	"BZ;EZ"	
P 1443b	P 001443b			BV/ohne		Luftbild - Lesebuch / Zs.gest. von Hans Richter			PRO	D		
P 1443bb	P 001443bb	Zentrale		BV/ohne	1603216001	Luftbild - Topographie / [zsgest. auf Anordnung u. nach den Weisungen der Hansa Luftbild G. m. b. H. durch Hans Richter]		Luftbild - Topographie	PRO	D		
P 1443d	P 001443d	Zentrale		BV73/51	1603217001	"Lumley, Henry de: Une cabane acheuléenne dans la Grotte du Lazaret (Nice) / par Henry de Lumley. Avec la collab. de J. Barrière ... (Mémoires de la Société Préhi... ; 7)"	"Mémoires de la Société Préhistorique Française ; 7"	¬Une¬ cabane acheuléenne dans la Grotte du Lazaret (Nice)	SIE	F	PAL/MES	
P 1443g	P 001443g	Zentrale		BV75/377	1603219001	Lund Hansen, Ulla: Glas fra danske oldtidsfund / Ulla Lund Hansen		Glas fra danske oldtidsfund	GLA	SK	RKZ	
P 1443gm	P 001443gm	Zentrale		BV83/661	1603220001	Lundholm, Kjell: Från stentid till järntid : om Norrbottens förhistoria / Kjell Lundholm		Från stentid till järntid	KAT	SK	"NEO;BZ;EZ;VWZ/FMA"	
P 1443h - 2	P 001443h - 2			BV77/335		Lundström,Per: Gravfälten vid Fiskeby i Norrköping.2. Fornlämningar och fynd : benbestämningar av Nils-Gustaf Gejvall. - 1965. - 145 S. : Ill.			GRÄ	SK	"BZ;EZ"	
P 1443k	P 001443k	Zentrale		BV73/324	1603224001	Lunz, Reimo: Ur- und Frühgeschichte Südtirols : Rätsel und Deutung / Reimo Lunz		Ur- und Frühgeschichte Südtirols	GES	I		
P 1443l	P 001443l	Zentrale		BV77/244	1603225001	"Lunz, Reimo: Studien zur End-Bronzezeit und älteren Eisenzeit im Südalpenraum / Reimo Lunz (Origines ; [4])"	"Origines; [4]"	Studien zur End-Bronzezeit und älteren Eisenzeit im Südalpenraum	"SIE;GRÄ"	EU	"BZ;EZ"	
P 1443s	P 001443s	Zentrale		BV77/569	1603226001	Lynch, Frances: Prehistoric Anglesey : the archaeology of the island to the Roman conquest / by Frances Lynch		Prehistoric Anglesey	"SIE;GRÄ"	BR	"PAL/MES;NEO;BZ;EZ"	
P 1444	P 001444	Zentrale		B36/746	1603379001	Maasjost, Ludwig: Landschaftscharakter und Landschaftsgliederung der Senne / Ludwig Maasjost		Landschaftscharakter und Landschaftsgliederung der Senne	GEO	W	MA/NZ	
P 1444b	P 001444b	Zentrale		BV85/133	218841005	Maasjost, Ludwig: Das westfälische Land : Einblicke und Ausblicke von seinen Aussichtstürmen und höheren Aussichtsplätzen / Ludwig Maasjost		¬Das¬ westfälische Land	"GE;GEO"	W	MA/NZ	3-506-95292-7
P 1444c	P 001444c	Zentrale		BV90/20	1603381001	"Maaskant-Kleibrink, Marianne: The engraved gems : roman and non-roman / by Marianne Maaskant-Kleibrink (Descript... ; 10)(Beschrijvi... ; 10)"	"Description of the collections in the Rijksmuseum G. M. Kam at Nijmegen ; 10"	¬The¬ engraved gems	KAT	BEN	"RKZ;MA/NZ"	90-71923-01-0
P 1444d	P 001444d	Zentrale		BV78/403	1603383001	MacAlister, Robert A. S.: The archaeology of Ireland : 'With 16 Pl., 39 Ill. in the text / R. A. S. Macalister - Nachdr....		¬The¬ archaeology of Ireland	GES	BR		
P 1444db	P 001444db	Zentrale		BV80/534	1603385001	MacAlister, Robert A. S.: Ireland in pre-celtic times / Robert Alexander Stewart Macalister - Reprint...		Ireland in pre-celtic times	GES	BR	"PAL/MES;NEO;BZ"	
P 1444ee	P 001444ee	Zentrale		BV76/273	1603386001	Macaulay, David: Sie bauten eine Kathedrale / David Macaulay - 3. Aufl.		Sie bauten eine Kathedrale	VAR		MA/NZ	3-7608-0364-4
P 1444ef	P 001444ef	Zentrale		BV76/272	1603387001	Macaulay, David: Eine Stadt wie Rom : Planen und Bauen in der römischen Zeit / David Macaulay		¬Eine¬ Stadt wie Rom	VAR		RKZ	3-7608-0382-2
P 1444h	P 001444h	Zentrale		BV67/312	1603390001	"MacBurney, Charles Brian Montague: The Stone Age of Northern Africa / C[harles] B[rian] M[ontague] McBurney (Pelican Books ; A 342)"	"Pelican Books ; A 342"	¬The¬ Stone Age of Northern Africa	SIE	AF	"PAL/MES; NEO"	
P 1444hb	P 001444hb	Zentrale		BV77/104	1603392001	"McBurney, Charles B. M.: Early man in the Soviet Union : the implications of some recent discoveries / by C. B. M. McBurney (Albert Reckitt archaeologica... ; 1975)"	"Albert Reckitt archaeological lecture ; 1975"	Early man in the Soviet Union	"SIE;GRÄ"	RUS	PAL/MES	0-19-725731-3
P 1444hc	P 001444hc	Zentrale		BV77/185	1603393001	MacBurney, Charles Brian Montagu: Archaeology and the homo sapiens problem in northern Africa... / door C. B. M. McBurney		Archaeology and the homo sapiens problem in northern Africa	"SIE;AN"	AF	PAL/MES	
P 1444k	P 001444k	Zentrale		BV90/395	1603394001	"McCarthy, M. R. ; Summerson, H. R. ; Annis, R. G: Carlisle Castle : a survey and documentary history / M. R. McCarthy ; H. R. Summerson ; R. G Annis - 1. publ. (Archaeol... ; 18)(English He... ; 18)"	"Archaeological report ; 18"	Carlisle Castle	SIE	BR	MA/NZ	1-85074-271-5
P 1444m	P 001444m	Zentrale		BV66/213	1603397001	MacDonald, George: The Roman wall in Scotland / by George MacDonald - 2. ed.		¬The¬ Roman wall in Scotland	SIE	BR	RKZ	
P 1444n	P 001444n	Zentrale		BV79/525	1603399001	"Neolithic Macedonia : as reflected by excavation at Anza, southeast Yugoslavia / ed. by Marija Gimbutas (Monumenta archaeologica ; 1)"	"Monumenta archaeologica ; 1"	Neolithic Macedonia	SIE	BALK	NEO	
P 1444ny	P 001444ny	Zentrale		BV85/70	500583002	MacGregor, Arthur: Bone, antler, ivory and horn : the technology of skeletal materials since the Roman period / Arthur MacGregor		Bone, antler, ivory and horn	"TEC;KNO"	EU	"RKZ;VWZ/FMA;MA/NZ"	0-389-20531-1
P 1444o - 1	P 001444o - 1	Zentrale		BV76/330	1603402001	MacGregor, Morna. Early Celtic Art in North Britain. volume 1.  - 1976. - 224 S, XVI Taf.			"MET;KU"	BR	EZ	
P 1444o - 2	P 001444o - 2	Zentrale		BV76/330	1603403001	MacGregor, Morna. Early Celtic Art in North Britain. volume 2.  - 1976. - 353 items			"MET;KU"	BR	EZ	
P 1444p	P 001444p	Zentrale		BV70/298	1603405001	"Machalett, Walther: Die Externsteine, das Zentrum des Keltentums : ein Wendepunkt in der Vor- und Frühgeschichte des Abendlandes? (Beiträge zur Vor- und Frühge... ; ...)"	"Beiträge zur Vor- und Frühgeschichte ; Bd. 7"	¬Die¬ Externsteine, das Zentrum des Keltentums	REL	W	EZ	
P 1444pb	P 001444pb	Zentrale		BV84/39	1603406001	Machalett, Günther: Die Kluskapelle in Goslar : Vorchristlisches Heiligtum oder nur christliche Verwendung? / Günther Machalett		Die Kluskapelle in Goslar	REL	D	MA/NZ	3-922541-11-9
P 1444r	P 001444r	Zentrale		BV70/211	1603407001	Machnik, Jan: Studia nad kultura ceramiki sznurowej w Malopolsce / Jan Machnik		Studia nad kultura ceramiki sznurowej w Malopolsce	"SIE;KER"	PL	NEO	
P 1444rb	P 001444rb	Zentrale		BV77/260	1603409001	"Machnik, Jan: Frühbronzezeit Polens : (Übersicht über d. Kulturen u. Kulturgruppen) / Jan Machnik. [Photos S. Pucek ...] (Prace Komisji Archeologicznej ; 15)"	"Prace Komisji Archeologicznej ; 15"	Frühbronzezeit Polens	GES	PL	BZ	
P 1444t	P 001444t	Zentrale		BV72/346	1104402002	Machtemes, Aloys: Städtebauliche Entwicklung Gemeinde Laer : Bestand - Analyse - Planung / Aloys Machtemes		Städtebauliche Entwicklung Gemeinde Laer	"ATL;WIR"	W	MA/NZ	
P 1444w	P 001444w	Zentrale		BV90/377	1603414001	McIntosh, Jane: Archeologisch Handboek / Jane McIntosh		Archeologisch Handboek	AUS	BEN		9-06-017851-3
P 1444x	P 001444x	Zentrale		BV73/237	1603415001	MacKendrick, Paul: Roman France		Roman France	SIE	F	RKZ	0-7135-1692-5
P 1444z	P 001444z	Zentrale		BV67/313	1603417001	"Mackeprang, Mogens B.: De Nordiske guldbrakteate... / Mogens B. Mackeprang (Jysk Ark... ; 2)(Juitland Ar... ; 2)"	"Jysk Arkaeologisk Selskabs skrifter ; 2"	¬De¬ Nordiske guldbrakteater	NUM	SK	"VWZ/FMA;MA/NZ"	
P 1445	P 001445	Zentrale		B49/368	1603419001	"Mackeprang, Mogens Bellman: Kulturbeziehungen im nordischen Raum des 3. - 5. Jahrhunderts : keramische Studien / Mogens B[ellman] MacKeprang. (Hamburger Schriften zur Vorg... ; 3)"	"Hamburger Schriften zur Vorgeschichte und germanischen Frühgeschichte ; 3"	Kulturbeziehungen im nordischen Raum des 3. - 5. Jahrhunderts	"KER;SIE"	SK	VWZ/FMA	
P 1445c	P 001445c	Zentrale		BV69/221	1603421001	Mackeprang, Mogens B.: Fra Rensdyrjaegere til Vikinger : Danmarks land og folk i oldtiden / af Mogens B. Mackeprang		Fra Rensdyrjaegere til Vikinger	GES	SK		
P 1445g	P 001445g	Zentrale		BV93/950	1603424001	Mackie, Gillian Wallance: The early medieval chapel : decoration, form and function. A Study of chapels in Italy and Istria in the period between 313 and 471 AD / Gillian Wallance Mackie		¬The¬ early medieval chapel	GE	"I;BALK"	VWZ/FMA	
P 1445h	P 001445h	Zentrale		BV77/356	1603425001	MacKie, Euan Wallace: Science and society in prehistoric Britain / Euan W. MacKie (Elek archaeology and anthropology)	Elek archaeology and anthropology	Science and society in prehistoric Britain	"TEC;GSL"	BR	"NEO;BZ;EZ"	0-236-40041-X
P 1445hb	P 001445hb	Zentrale		BV79/114	1603426001	MacKie, Euan W.: Dun Mor Vaul: an Iron Age broch on Tiree		Dun Mor Vaul: an Iron Age broch on Tiree	GRÄ	BR	EZ	
P 1445i	P 001445i	Zentrale		BV83/638	1603427001	McKitterick, Rosamond: The Frankish kingdoms under the Carolingians : 751 - 987 / Rosamond McKitterick		¬The¬ Frankish kingdoms under the Carolingians	GE	EU	VWZ/FMA	0-582-49005-7
P 1445im	P 001445im	Zentrale		BV84/445	1603428001	MacMann, Jean: Riddles of the Stone Age : rock carvings of Ancient Europe		Riddles of the Stone Age	STE	EU	NEO	
P 1445k	P 001445k	Zentrale		BV81/442	1603429001	"MacMullen, Ramsay: Soldier and civilian in the later Roman Empire / Ramsay MacMullen (Harvard historical monographs ; 52)"	"Harvard historical monographs ; 52"	Soldier and civilian in the later Roman Empire	GE	EU	AW	
P 1445kb	P 001445kb	Zentrale		BV85/275	1603430001	MacMullen, Ramsay: Christianizing the Roman Empire (A.D. 100-400) / Ramsay MacMullen		Christianizing the Roman Empire (A.D. 100-400)	"GE;REL"	EU	AW	0-300-03216-1
P 1445l	P 001445l	Zentrale		BV84/753	1603431001	MacNairn, Barbara: The method and theory of V. Gordon Childe : economic, social and cultural interpretations of prehistory / Barbara McNairn		¬The¬ method and theory of V. Gordon Childe	GES	EU		0-85224-389-8
	P 001445m				1770822001		"Occasional paper / British Museum ; 45"	¬The¬ bronze hoard from S. Maria in Paulis, Sardinia				0-86159-045-7
P 1445n	P 001445n	Zentrale		BV72/208	1603436001	Madariaga de la Campa, Benito: Las pinturas rupestres de animales en la región franco-cantábrica : notas para su estudio e identificación / Benito Madariaga de la Campa. 		Las pinturas rupestres de animales en la región franco-cantábrica	KU	IB	PAL/MES	
